golden_id,sentence_id,pattern_id,cmi_bucket,text_roman,text_devanagari,text_mixed,language_tags
G_152,CS_02070,CS-03,mid,"ek kaam karo , this server needs to be escalate kal","एक काम करो , this server needs to be escalate कल","एक काम करो , this server needs to be escalate कल",HI HI HI EN EN EN EN EN EN EN HI
G_153,CS_02071,CS-06,high,Friday evening ko 9:30 AM se 5 PM wala slot available hai,Friday evening को 9:30 AM से 5 PM वाला स्लॉट अवेलेबल है,Friday evening को 9:30 AM से 5 PM वाला स्लॉट अवेलेबल है,EN EN HI EN EN HI EN EN HI HI HI HI
G_154,CS_02160,CS-05,high,pagal ho jaaunga . I didn't expect the party itna achha hoga,पागल हो जाऊँगा . I didn't expect the party इतना अच्छा होगा,पागल हो जाऊँगा . I didn't expect the party इतना अच्छा होगा,HI HI HI EN EN EN EN EN EN HI HI HI
G_155,CS_02184,CS-06,mid,follow-up next Friday ko 25th ko reschedule ho gaya,follow-up next Friday को 25th को रिशेड्यूल हो गया,follow-up next Friday को 25th को रिशेड्यूल हो गया,EN EN EN HI EN HI HI HI HI
G_156,CS_02217,CS-06,mid,end of month tak payment kar dena,end of month तक पेमेंट कर देना,end of month तक पेमेंट कर देना,EN EN EN HI HI HI HI
G_157,CS_02221,CS-05,mid,Yeh naya app bilkul useful hai,यह नया app बिल्कुल useful है,यह नया app बिल्कुल useful है,HI HI EN HI EN HI
G_158,CS_02228,CS-01,mid,Yeh series bahut zyada good tha,यह series बहुत ज़्यादा good था,यह series बहुत ज़्यादा good था,HI EN HI HI EN HI
G_159,CS_02241,CS-06,mid,end of month tak payment kar dena,end of month तक पेमेंट कर देना,end of month तक पेमेंट कर देना,EN EN EN HI HI HI HI
G_160,CS_02267,CS-06,high,Kal 11 AM baje call hai,कल 11 AM बजे call है,कल 11 AM बजे call है,HI EN EN HI EN HI
G_161,CS_02274,CS-05,mid,"haan , I can't believe this problem itna lamba tha","हाँ , I can't believe this problem इतना लंबा था","हाँ , I can't believe this problem इतना लंबा था",HI EN EN EN EN EN EN HI HI HI
G_162,CS_02285,CS-04,mid,The proposal got cancelled. hum khush hoon,The proposal got cancelled. हम ख़ुश हूँ,The proposal got cancelled. हम ख़ुश हूँ,EN EN EN EN HI HI HI
G_163,CS_02293,CS-02,low,Please yeh message mat karo abhi,प्लीज़ यह message मत करो अभी,प्लीज़ यह message मत करो अभी,HI HI EN HI HI HI
G_164,CS_02307,CS-04,mid,Let's discuss this aaj shaam ko after the sprint,Let's discuss this आज शाम को after the sprint,Let's discuss this आज शाम को after the sprint,EN EN EN HI HI HI EN EN EN
G_165,CS_02321,CS-05,high,maza aa gaya . I didn't expect the party itna achha hoga,मज़ा आ गया . I didn't expect the party इतना अच्छा होगा,मज़ा आ गया . I didn't expect the party इतना अच्छा होगा,HI HI HI EN EN EN EN EN EN HI HI HI
G_166,CS_02323,CS-03,mid,"ek kaam karo , let's just post it aaj","एक काम करो , let's just post it आज","एक काम करो , let's just post it आज",HI HI HI EN EN EN EN EN HI
G_167,CS_02346,CS-04,mid,The database is not working. Kya karein ab,The database is not working. क्या करें अब,The database is not working. क्या करें अब,EN EN EN EN EN HI HI HI
G_168,CS_02357,CS-04,low,Can you fix this kal ?,Can you fix this कल ?,Can you fix this कल ?,EN EN EN EN HI EN
G_169,CS_02496,CS-04,low,I was thinking we should follow the order abhi,I was thinking we should follow the order अभी,I was thinking we should follow the order अभी,EN EN EN EN EN EN EN EN HI
G_170,CS_02501,CS-04,mid,The wifi is not working. Kya karein ab,The wifi is not working. क्या करें अब,The wifi is not working. क्या करें अब,EN EN EN EN EN HI HI HI
G_171,CS_02504,CS-05,high,thak gaya hoon after the password,थक गया हूँ after the password,थक गया हूँ after the password,HI HI HI EN EN EN
G_172,CS_02509,CS-04,mid,I finished the sprint . bilkul acha laga,I finished the sprint . बिल्कुल अच्छा लगा,I finished the sprint . बिल्कुल अच्छा लगा,EN EN EN EN EN HI HI HI
G_173,CS_02520,CS-02,low,main yeh check karna chahta hoon,मैं यह check करना चाहता हूँ,मैं यह check करना चाहता हूँ,HI HI EN HI HI HI
G_174,CS_02543,CS-05,mid,yeh sunke bura laga after the plan,यह सुनके बुरा लगा after the plan,यह सुनके बुरा लगा after the plan,HI HI HI HI EN EN EN
G_175,CS_02563,CS-04,mid,The deadline got cancelled. main khush hoon,The deadline got cancelled. मैं ख़ुश हूँ,The deadline got cancelled. मैं ख़ुश हूँ,EN EN EN EN HI HI HI
G_176,CS_02568,CS-01,low,Aaj ka proposal bahut lamba tha,आज का proposal बहुत लंबा था,आज का proposal बहुत लंबा था,HI HI EN HI HI HI
G_177,CS_02581,CS-03,mid,"arre , this podcast needs to be discuss baad mein","अरे , this podcast needs to be discuss बाद में","अरे , this podcast needs to be discuss बाद में",HI EN EN EN EN EN EN EN HI HI
G_178,CS_02597,CS-04,mid,The feature is not working. Kya karein ab,The feature is not working. क्या करें अब,The feature is not working. क्या करें अब,EN EN EN EN EN HI HI HI
G_179,CS_02616,CS-05,low,"mera dost online order kiya tha, delivery parso aani chahiye","मेरा दोस्त online ऑर्डर किया था, delivery परसो आनी चाहिए","मेरा दोस्त online ऑर्डर किया था, delivery परसो आनी चाहिए",HI HI EN HI HI HI EN HI HI HI
G_180,CS_02626,CS-04,mid,The API is not working. Kya karein ab,The API is not working. क्या करें अब,The API is not working. क्या करें अब,EN EN EN EN EN HI HI HI
G_181,CS_02633,CS-04,mid,Let's discuss this thodi der mein after the review,Let's discuss this थोड़ी देर में after the review,Let's discuss this थोड़ी देर में after the review,EN EN EN HI HI HI EN EN EN
G_182,CS_02640,CS-04,mid,Yeh kaam ho gaya. Now let's focus on the weekend,यह काम हो गया. Now let's focus on the weekend,यह काम हो गया. Now let's focus on the weekend,HI HI HI HI EN EN EN EN EN EN
G_183,CS_02690,CS-05,mid,Yeh workout bahut zyada tough tha,यह workout बहुत ज़्यादा tough था,यह workout बहुत ज़्यादा tough था,HI EN HI HI EN HI
G_184,CS_02764,CS-06,high,Kal 4 PM baje call hai,कल 4 PM बजे call है,कल 4 PM बजे call है,HI EN EN HI EN HI
G_185,CS_02794,CS-06,mid,report next Monday ko 1 PM par hai,report next Monday को 1 PM पर है,report next Monday को 1 PM पर है,EN EN EN HI EN EN HI HI
G_186,CS_02799,CS-05,low,"main password bhool gaya, ab kya karoon","मैं password भूल गया, अब क्या करूं","मैं password भूल गया, अब क्या करूं",HI EN HI HI HI HI HI
G_187,CS_02802,CS-05,low,"Sach keh raha hoon, this coffee best hai","सच कह रहा हूँ, this coffee बेस्ट है","सच कह रहा हूँ, this coffee बेस्ट है",HI HI HI HI EN EN HI HI
G_188,CS_02841,CS-05,mid,"waise , I can't believe this diet itna lamba tha","वैसे , I can't believe this diet इतना लंबा था","वैसे , I can't believe this diet इतना लंबा था",HI EN EN EN EN EN EN HI HI HI
G_189,CS_02845,CS-05,high,maza aa gaya . I didn't expect the order itna achha hoga,मज़ा आ गया . I didn't expect the order इतना अच्छा होगा,मज़ा आ गया . I didn't expect the order इतना अच्छा होगा,HI HI HI EN EN EN EN EN EN HI HI HI
G_190,CS_02881,CS-03,mid,"sun na , let's just watch it parso","सुन ना , let's just watch it परसो","सुन ना , let's just watch it परसो",HI HI EN EN EN EN EN HI
G_191,CS_02894,CS-01,mid,Tera comment zyada viral ho gaya,तेरा comment ज़्यादा viral हो गया,तेरा comment ज़्यादा viral हो गया,HI EN HI EN HI HI
G_192,CS_02941,CS-03,high,"arre , main yeh idea finish kar dunga","अरे , main yeh idea फ़िनिश कर दूँगा","अरे , main yeh idea फ़िनिश कर दूँगा",HI EN EN EN EN HI HI HI
G_193,CS_02972,CS-01,mid,Tera chat bahut viral ho gaya,तेरा chat बहुत viral हो गया,तेरा chat बहुत viral हो गया,HI EN HI EN HI HI
G_194,CS_03013,CS-01,mid,Tera profile itna viral ho gaya,तेरा profile इतना viral हो गया,तेरा profile इतना viral हो गया,HI EN HI EN HI HI
G_195,CS_03059,CS-02,low,"main save karta hoon, tum dekho","मैं save करता हूँ, तुम देखो","मैं save करता हूँ, तुम देखो",HI EN HI HI HI HI
G_196,CS_03060,CS-03,low,"acha , this presentation needs to be check kal","अच्छा , this presentation needs to be check कल","अच्छा , this presentation needs to be check कल",HI EN EN EN EN EN EN EN HI
G_197,CS_03064,CS-04,mid,This solution is short . Mujhe nahi pasand,This solution is short . मुझे नहीं पसंद,This solution is short . मुझे नहीं पसंद,EN EN EN EN EN HI HI HI
G_198,CS_03068,CS-04,low,"I'll search it kal , don't worry","I'll search it कल , don't worry","I'll search it कल , don't worry",EN EN EN HI EN EN EN
G_199,CS_03071,CS-06,high,Kal 9 AM baje call hai,कल 9 AM बजे call है,कल 9 AM बजे call है,HI EN EN HI EN HI
G_200,CS_03074,CS-01,low,main email abhi tak bhej dunga,मैं email अभी तक भेज दूँगा,मैं email अभी तक भेज दूँगा,HI EN HI HI HI HI
G_201,CS_03112,CS-06,low,Is Tuesday ko chhutti hai kya,इस Tuesday को छुट्टी है क्या,इस Tuesday को छुट्टी है क्या,HI EN HI HI HI HI
G_202,CS_03140,CS-01,mid,Kal ka code review abhi hai,कल का code review अभी है,कल का code review अभी है,HI HI EN EN HI HI
G_203,CS_03157,CS-04,low,Let's discuss this baad mein after the report,Let's discuss this बाद में after the report,Let's discuss this बाद में after the report,EN EN EN HI HI EN EN EN
G_204,CS_03197,CS-05,mid,Yeh naya app kaafi useful hai,यह नया app काफ़ी useful है,यह नया app काफ़ी useful है,HI HI EN HI EN HI
G_205,CS_03221,CS-04,low,Can you subscribe this parso ?,Can you subscribe this परसो ?,Can you subscribe this परसो ?,EN EN EN EN HI EN
G_206,CS_03234,CS-04,low,We need to reset this kal,We need to reset this कल,We need to reset this कल,EN EN EN EN EN HI
G_207,CS_03238,CS-01,low,Aaj ka email bahut lamba tha,आज का email बहुत लंबा था,आज का email बहुत लंबा था,HI HI EN HI HI HI
G_208,CS_03249,CS-04,low,Let's discuss this is hafte after the email,Let's discuss this इस हफ़्ते after the email,Let's discuss this इस हफ़्ते after the email,EN EN EN HI HI EN EN EN
G_209,CS_03260,CS-01,mid,Tera caption kaafi viral ho gaya,तेरा caption काफ़ी viral हो गया,तेरा caption काफ़ी viral हो गया,HI EN HI EN HI HI
G_210,CS_03265,CS-05,mid,tension ho rahi hai after the break,tension हो रही है after the break,tension हो रही है after the break,EN HI HI HI EN EN EN
G_211,CS_03274,CS-03,mid,"ek kaam karo , this email needs to be confirm kal","एक काम करो , this email needs to be confirm कल","एक काम करो , this email needs to be confirm कल",HI HI HI EN EN EN EN EN EN EN HI
G_212,CS_03314,CS-01,mid,Tera meme kaafi viral ho gaya,तेरा meme काफ़ी viral हो गया,तेरा meme काफ़ी viral हो गया,HI EN HI EN HI HI
G_213,CS_03316,CS-05,low,main break dekh ke bahut zyada khush ho gaya,मैं break देख के बहुत ज़्यादा ख़ुश हो गया,मैं break देख के बहुत ज़्यादा ख़ुश हो गया,HI EN HI HI HI HI HI HI HI
G_214,CS_03319,CS-03,mid,"matlab , can you post this baad mein ?","मतलब , can you post this बाद में ?","मतलब , can you post this बाद में ?",HI EN EN EN EN EN HI HI EN
G_215,CS_03347,CS-04,mid,This song is complicated . Mujhe nahi pasand,This song is complicated . मुझे नहीं पसंद,This song is complicated . मुझे नहीं पसंद,EN EN EN EN EN HI HI HI
G_216,CS_03414,CS-06,mid,next Friday ko 2:30 PM tak submit karna hai,next Friday को 2:30 PM तक सबमिट करना है,next Friday को 2:30 PM तक सबमिट करना है,EN EN HI EN EN HI HI HI HI
G_217,CS_03444,CS-05,low,"Main diet pe hoon, isliye dessert nahi lunga","मैं diet पे हूँ, इसलिए dessert नहीं लूँगा","मैं diet पे हूँ, इसलिए dessert नहीं लूँगा",HI EN HI HI HI EN HI HI
G_218,CS_03450,CS-06,mid,main Instagram pe 3 PM available hoon,मैं Instagram पे 3 PM अवेलेबल हूँ,मैं Instagram पे 3 PM अवेलेबल हूँ,HI EN HI EN EN HI HI
G_219,CS_03465,CS-01,mid,Yeh reel thodi si good tha,यह reel थोड़ी सी good था,यह reel थोड़ी सी good था,HI EN HI HI EN HI
G_220,CS_03477,CS-03,low,"Honestly, main yeh degree se thak gaya hoon","Honestly, मैं यह degree से थक गया हूँ","Honestly, मैं यह degree से थक गया हूँ",EN HI HI EN HI HI HI HI
G_221,CS_03480,CS-05,low,"mera dost online order kiya tha, delivery abhi aani chahiye","मेरा दोस्त online ऑर्डर किया था, delivery अभी आनी चाहिए","मेरा दोस्त online ऑर्डर किया था, delivery अभी आनी चाहिए",HI HI EN HI HI HI EN HI HI HI
G_222,CS_03485,CS-04,mid,I finished the budget . bahut zyada acha laga,I finished the budget . बहुत ज़्यादा अच्छा लगा,I finished the budget . बहुत ज़्यादा अच्छा लगा,EN EN EN EN EN HI HI HI HI
G_223,CS_03488,CS-03,mid,"haan , let's just check it baad mein","हाँ , let's just check it बाद में","हाँ , let's just check it बाद में",HI EN EN EN EN EN HI HI
G_224,CS_03520,CS-03,high,"yaar , main yeh review finish kar dunga","यार , main yeh review फ़िनिश कर दूँगा","यार , main yeh review फ़िनिश कर दूँगा",HI EN EN EN EN HI HI HI
G_225,CS_03521,CS-05,low,"Aaj internet zyada slow hai, kaam nahi ho raha","आज internet ज़्यादा slow है, काम नहीं हो रहा","आज internet ज़्यादा slow है, काम नहीं हो रहा",HI EN HI EN HI HI HI HI HI
G_226,CS_03525,CS-06,mid,April 1 tak payment kar dena,April 1 तक पेमेंट कर देना,April 1 तक पेमेंट कर देना,EN EN HI HI HI HI
G_227,CS_03552,CS-01,mid,Tera follow bahut viral ho gaya,तेरा follow बहुत viral हो गया,तेरा follow बहुत viral हो गया,HI EN HI EN HI HI
G_228,CS_03571,CS-06,high,Kal 9:30 AM baje call hai,कल 9:30 AM बजे call है,कल 9:30 AM बजे call है,HI EN EN HI EN HI
G_229,CS_03601,CS-01,low,Yeh snack ka kya plan hai,यह snack का क्या प्लान है,यह snack का क्या प्लान है,HI EN HI HI HI HI
G_230,CS_03615,CS-02,low,"Usne comment kar diya, ab kya karein","उसने comment कर दिया, अब क्या करें","उसने comment कर दिया, अब क्या करें",HI EN HI HI HI HI HI
G_231,CS_03650,CS-01,low,Tera meme thodi si viral ho gaya,तेरा meme थोड़ी सी viral हो गया,तेरा meme थोड़ी सी viral हो गया,HI EN HI HI EN HI HI
G_232,CS_03689,CS-06,high,client call Thursday ko April 1 ko reschedule ho gaya,client call Thursday को April 1 को रिशेड्यूल हो गया,client call Thursday को April 1 को रिशेड्यूल हो गया,EN EN EN HI EN EN HI HI HI HI
G_233,CS_03690,CS-02,low,"Usne stream kar diya, ab kya karein","उसने stream कर दिया, अब क्या करें","उसने stream कर दिया, अब क्या करें",HI EN HI HI HI HI HI
G_234,CS_03702,CS-02,low,main yeh reset karna chahta hoon,मैं यह reset करना चाहता हूँ,मैं यह reset करना चाहता हूँ,HI HI EN HI HI HI
G_235,CS_03714,CS-01,mid,Tera like zyada viral ho gaya,तेरा like ज़्यादा viral हो गया,तेरा like ज़्यादा viral हो गया,HI EN HI EN HI HI
G_236,CS_03717,CS-02,low,main yeh watch karna chahta hoon,मैं यह watch करना चाहता हूँ,मैं यह watch करना चाहता हूँ,HI HI EN HI HI HI
G_237,CS_03727,CS-01,mid,Tera feed kaafi viral ho gaya,तेरा feed काफ़ी viral हो गया,तेरा feed काफ़ी viral हो गया,HI EN HI EN HI HI
G_238,CS_03732,CS-01,low,Is API mein problem aa rahi hai,इस API में प्रॉब्लम आ रही है,इस API में प्रॉब्लम आ रही है,HI EN HI HI HI HI HI
G_239,CS_03752,CS-03,low,"haan , can you cancel this abhi ?","हाँ , can you cancel this अभी ?","हाँ , can you cancel this अभी ?",HI EN EN EN EN EN HI EN
G_240,CS_03786,CS-06,high,Kal 11 AM baje call hai,कल 11 AM बजे call है,कल 11 AM बजे call है,HI EN EN HI EN HI
G_241,CS_03810,CS-03,high,"arre , main yeh movie finish kar dunga","अरे , main yeh movie फ़िनिश कर दूँगा","अरे , main yeh movie फ़िनिश कर दूँगा",HI EN EN EN EN HI HI HI
G_242,CS_03815,CS-03,low,"toh , this bug needs to be review abhi","तो , this bug needs to be review अभी","तो , this bug needs to be review अभी",HI EN EN EN EN EN EN EN HI
G_243,CS_03837,CS-01,low,Mera one-on-one abhi bhi pending hai,मेरा one-on-one अभी भी पेंडिंग है,मेरा one-on-one अभी भी पेंडिंग है,HI EN HI HI HI HI
G_244,CS_03847,CS-03,mid,"theek hai , main yeh dessert finish kar dunga","ठीक है , main yeh dessert फ़िनिश कर दूँगा","ठीक है , main yeh dessert फ़िनिश कर दूँगा",HI HI EN EN EN EN HI HI HI
G_245,CS_03862,CS-01,low,Is class ke liye bilkul taiyar nahi hoon,इस class के लिए बिल्कुल तैयार नहीं हूँ,इस class के लिए बिल्कुल तैयार नहीं हूँ,HI EN HI HI HI HI HI HI
G_246,CS_03871,CS-02,low,"main watch karta hoon, tum dekho","मैं watch करता हूँ, तुम देखो","मैं watch करता हूँ, तुम देखो",HI EN HI HI HI HI
G_247,CS_03872,CS-01,mid,Kal ka team standup aaj hai,कल का team standup आज है,कल का team standup आज है,HI HI EN EN HI HI
G_248,CS_03874,CS-06,high,Kal 11 AM baje call hai,कल 11 AM बजे call है,कल 11 AM बजे call है,HI EN EN HI EN HI
G_249,CS_03906,CS-03,mid,"arre , let's just delegate it baad mein","अरे , let's just delegate it बाद में","अरे , let's just delegate it बाद में",HI EN EN EN EN EN HI HI
G_250,CS_03940,CS-03,mid,"sun na , main yeh ticket finish kar dunga","सुन ना , main yeh ticket फ़िनिश कर दूँगा","सुन ना , main yeh ticket फ़िनिश कर दूँगा",HI HI EN EN EN EN HI HI HI
G_251,CS_03948,CS-03,low,"The dessert was complicated , bata na","The dessert was complicated , बता ना","The dessert was complicated , बता ना",EN EN EN EN EN HI HI
G_252,CS_03966,CS-03,high,"acha , main yeh deployment finish kar dunga","अच्छा , main yeh deployment फ़िनिश कर दूँगा","अच्छा , main yeh deployment फ़िनिश कर दूँगा",HI EN EN EN EN HI HI HI
G_253,CS_03975,CS-03,mid,"arre , this caption needs to be reschedule baad mein","अरे , this caption needs to be reschedule बाद में","अरे , this caption needs to be reschedule बाद में",HI EN EN EN EN EN EN EN HI HI
G_254,CS_04000,CS-03,mid,"ek kaam karo , main yeh pull request finish kar dunga","एक काम करो , main yeh pull request फ़िनिश कर दूँगा","एक काम करो , main yeh pull request फ़िनिश कर दूँगा",HI HI HI EN EN EN EN EN HI HI HI
G_255,CS_04004,CS-01,mid,Tera like kaafi viral ho gaya,तेरा like काफ़ी viral हो गया,तेरा like काफ़ी viral हो गया,HI EN HI EN HI HI
G_256,CS_04010,CS-01,low,meri friend dessert lena bhool gaya,मेरी फ्रेंड dessert लेना भूल गया,मेरी फ्रेंड dessert लेना भूल गया,HI HI EN HI HI HI
G_257,CS_04020,CS-02,low,Isko google karna hai baad mein,इसको google करना है बाद में,इसको google करना है बाद में,HI EN HI HI HI HI
G_258,CS_04027,CS-02,low,"main stream karta hoon, tum dekho","मैं stream करता हूँ, तुम देखो","मैं stream करता हूँ, तुम देखो",HI EN HI HI HI HI
G_259,CS_04034,CS-01,low,Aaj ka proposal bahut lamba tha,आज का proposal बहुत लंबा था,आज का proposal बहुत लंबा था,HI HI EN HI HI HI
G_260,CS_04047,CS-06,high,Friday evening ko 4:30 PM se 3 PM wala slot available hai,Friday evening को 4:30 PM से 3 PM वाला स्लॉट अवेलेबल है,Friday evening को 4:30 PM से 3 PM वाला स्लॉट अवेलेबल है,EN EN HI EN EN HI EN EN HI HI HI HI
G_261,CS_04071,CS-02,low,"Usne comment kar diya, ab kya karein","उसने comment कर दिया, अब क्या करें","उसने comment कर दिया, अब क्या करें",HI EN HI HI HI HI HI
G_262,CS_04076,CS-03,low,"Honestly, main yeh like se thak gaya hoon","Honestly, मैं यह like से थक गया हूँ","Honestly, मैं यह like से थक गया हूँ",EN HI HI EN HI HI HI HI
G_263,CS_04094,CS-06,low,yeh Slack wala roadmap baad mein tha,यह Slack वाला roadmap बाद में था,यह Slack वाला roadmap बाद में था,HI EN HI EN HI HI HI
G_264,CS_04140,CS-02,low,main yeh charge karna chahta hoon,मैं यह charge करना चाहता हूँ,मैं यह charge करना चाहता हूँ,HI HI EN HI HI HI
G_265,CS_04153,CS-02,low,Please yeh handle mat karo parso,प्लीज़ यह handle मत करो परसो,प्लीज़ यह handle मत करो परसो,HI HI EN HI HI HI
G_266,CS_04175,CS-06,mid,follow-up next Friday ko 3 PM par hai,follow-up next Friday को 3 PM पर है,follow-up next Friday को 3 PM पर है,EN EN EN HI EN EN HI HI
G_267,CS_04190,CS-01,mid,Tera story bahut viral ho gaya,तेरा story बहुत viral हो गया,तेरा story बहुत viral हो गया,HI EN HI EN HI HI
G_268,CS_04198,CS-02,low,main pehle send karke aata hoon,मैं पहले send करके आता हूँ,मैं पहले send करके आता हूँ,HI HI EN HI HI HI
G_269,CS_04210,CS-01,mid,Tera meme itna viral ho gaya,तेरा meme इतना viral हो गया,तेरा meme इतना viral हो गया,HI EN HI EN HI HI
G_270,CS_04229,CS-03,low,"The break was complicated , haan","The break was complicated , हाँ","The break was complicated , हाँ",EN EN EN EN EN HI
G_271,CS_04399,CS-02,low,Please yeh approve mat karo parso,प्लीज़ यह approve मत करो परसो,प्लीज़ यह approve मत करो परसो,HI HI EN HI HI HI
G_272,CS_04401,CS-06,low,Aaj ka Jira wala email parso shift ho gaya,आज का Jira वाला email परसो शिफ़्ट हो गया,आज का Jira वाला email परसो शिफ़्ट हो गया,HI HI EN HI EN HI HI HI HI
G_273,CS_04426,CS-06,low,Is Tuesday ko chhutti hai kya,इस Tuesday को छुट्टी है क्या,इस Tuesday को छुट्टी है क्या,HI EN HI HI HI HI
G_274,CS_04436,CS-02,low,"main like karta hoon, tum dekho","मैं like करता हूँ, तुम देखो","मैं like करता हूँ, तुम देखो",HI EN HI HI HI HI
G_275,CS_04438,CS-02,low,Isko google karna hai aaj shaam ko,इसको google करना है आज शाम को,इसको google करना है आज शाम को,HI EN HI HI HI HI HI
G_276,CS_04446,CS-02,low,main pehle share karke aata hoon,मैं पहले share करके आता हूँ,मैं पहले share करके आता हूँ,HI HI EN HI HI HI
G_277,CS_04531,CS-01,low,Is app mein problem aa rahi hai,इस app में प्रॉब्लम आ रही है,इस app में प्रॉब्लम आ रही है,HI EN HI HI HI HI HI
G_278,CS_04547,CS-02,low,"Usne unfollow kar diya, ab kya karein","उसने unfollow कर दिया, अब क्या करें","उसने unfollow कर दिया, अब क्या करें",HI EN HI HI HI HI HI
G_279,CS_04559,CS-02,low,"Pehle check karo, phir baat karte hain","पहले check करो, फिर बात करते हैं","पहले check करो, फिर बात करते हैं",HI EN HI HI HI HI HI
G_280,CS_04561,CS-03,low,"yaar , the degree is serious","यार , the degree is serious","यार , the degree is serious",HI EN EN EN EN EN
G_281,CS_04570,CS-01,mid,Tera selfie ekdum viral ho gaya,तेरा selfie एकदम viral हो गया,तेरा selfie एकदम viral हो गया,HI EN HI EN HI HI
G_282,CS_04590,CS-03,high,"suno , main yeh one-on-one finish kar dunga","सुनो , main yeh one-on-one फ़िनिश कर दूँगा","सुनो , main yeh one-on-one फ़िनिश कर दूँगा",HI EN EN EN EN HI HI HI
G_283,CS_04609,CS-01,mid,Kal ka team standup kal hai,कल का team standup कल है,कल का team standup कल है,HI HI EN EN HI HI
G_284,CS_04615,CS-06,mid,yeh Teams wala review kal tha,यह Teams वाला review कल था,यह Teams वाला review कल था,HI EN HI EN HI HI
G_285,CS_04674,CS-01,mid,Yeh stream bahut zyada good tha,यह stream बहुत ज़्यादा good था,यह stream बहुत ज़्यादा good था,HI EN HI HI EN HI
G_286,CS_04704,CS-03,high,"waise , main yeh delivery finish kar dunga","वैसे , main yeh delivery फ़िनिश कर दूँगा","वैसे , main yeh delivery फ़िनिश कर दूँगा",HI EN EN EN EN HI HI HI
G_287,CS_04745,CS-06,mid,Thursday ko 4:30 PM se 9:30 AM wala slot available hai,Thursday को 4:30 PM से 9:30 AM वाला स्लॉट अवेलेबल है,Thursday को 4:30 PM से 9:30 AM वाला स्लॉट अवेलेबल है,EN HI EN EN HI EN EN HI HI HI HI
G_288,CS_04756,CS-06,low,"Aaj 20th tarikh hai, kal deadline hai","आज 20th तारीख़ है, कल डेडलाइन है","आज 20th तारीख़ है, कल डेडलाइन है",HI EN HI HI HI HI HI
G_289,CS_04782,CS-02,low,main pehle call karke aata hoon,मैं पहले call करके आता हूँ,मैं पहले call करके आता हूँ,HI HI EN HI HI HI
G_290,CS_04791,CS-03,mid,"sach mein , can you cancel this parso ?","सच में , can you cancel this परसो ?","सच में , can you cancel this परसो ?",HI HI EN EN EN EN EN HI EN
G_291,CS_04794,CS-02,low,Yeh charge karna itna mushkil nahi hai,यह charge करना इतना मुश्किल नहीं है,यह charge करना इतना मुश्किल नहीं है,HI EN HI HI HI HI HI
G_292,CS_04799,CS-02,low,"main post karta hoon, tum dekho","मैं post करता हूँ, तुम देखो","मैं post करता हूँ, तुम देखो",HI EN HI HI HI HI
G_293,CS_04803,CS-02,low,Yeh download karna itna mushkil nahi hai,यह download करना इतना मुश्किल नहीं है,यह download करना इतना मुश्किल नहीं है,HI EN HI HI HI HI HI
G_294,CS_04831,CS-01,mid,Yeh episode thodi si good tha,यह episode थोड़ी सी good था,यह episode थोड़ी सी good था,HI EN HI HI EN HI
G_295,CS_04849,CS-01,mid,Yeh reel thodi si good tha,यह reel थोड़ी सी good था,यह reel थोड़ी सी good था,HI EN HI HI EN HI
G_296,CS_04876,CS-06,low,Aaj ka WhatsApp wala budget baad mein shift ho gaya,आज का WhatsApp वाला budget बाद में शिफ़्ट हो गया,आज का WhatsApp वाला budget बाद में शिफ़्ट हो गया,HI HI EN HI EN HI HI HI HI HI
G_297,CS_04920,CS-06,high,Google Meet pe 6 PM par milte hain,Google Meet पे 6 PM पर मिलते हैं,Google Meet पे 6 PM पर मिलते हैं,EN EN HI EN EN HI HI HI
G_298,CS_04938,CS-06,mid,budget next Monday ko 9 AM par hai,budget next Monday को 9 AM पर है,budget next Monday को 9 AM पर है,EN EN EN HI EN EN HI HI
G_299,CS_04971,CS-02,low,Kya tum install kar sakte ho,क्या तुम install कर सकते हो,क्या तुम install कर सकते हो,HI HI EN HI HI HI
G_300,CS_05000,CS-06,mid,yeh Gmail wala status update abhi tha,यह Gmail वाला status update अभी था,यह Gmail वाला status update अभी था,HI EN HI EN EN HI HI
